Genes,FC_mem_KO_mem WT
E130309D02Rik,1.152328418
Hnrnpa1,1.152281776
Gm6198,1.152173913
Kif2b,1.152073733
Gpatch11,1.151986596
Ola1,1.151963574
Nudt9,1.151896922
Unc93b1,1.151852664
Coq8a,1.151741294
Klhdc7a,1.151419558
Mtmr9,1.151377166
Slc5a6,1.151359295
Olfr986,1.151351351
Ppargc1a,1.15130674
Trappc2,1.151303242
Tmem261,1.151253388
Zfp672,1.151186969
Tmem176a,1.151057402
Rab18,1.150881226
Cd69,1.150809177
Olfr786,1.150684932
Ptpn14,1.150675898
Tgfbr3,1.150610583
Xpc,1.150486553
Gm6853,1.150442478
Ik,1.150405836
Plaur,1.150217707
Gch1,1.150112867
2410131K14Rik,1.150100908
Bdh1,1.150097466
Olfr149,1.15
Ccdc177,1.15
Cfap126,1.14972067
2900005J15Rik,1.149659864
Erp29,1.14965374
Cwc25,1.149652315
3830406C13Rik,1.149488967
2610524H06Rik,1.149484536
Parm1,1.149433962
Nenf,1.149321267
Epb41l2,1.149317501
Mpp4,1.149253731
Fgfr3,1.149232915
Tmed3,1.149213331
Eif4e,1.149133953
AA465934,1.149122807
Olfr95,1.149090909
Ruvbl1,1.149026764
Slco3a1,1.148998534
Aloxe3,1.14893617
Apobr,1.148933048
Trmt12,1.148851455
Sestd1,1.148826979
Tmem238,1.148809524
Ablim2,1.148767606
Trim43b,1.148760331
Kctd5,1.148546825
Abtb1,1.148528461
mt-Nd5,1.148443477
Ucp3,1.1484375
Phc2,1.148312749
3110062M04Rik,1.148311307
Egflam,1.148148148
Smim10l1,1.148142498
Glce,1.148108398
Tfam,1.147941937
Lrrc42,1.147919242
Dock1,1.147883452
Lmo7,1.147810219
Smc1a,1.147752567
Tmem126b,1.147577855
Utp20,1.147564719
Kif9,1.147540984
Lsm7,1.147524419
Cdk5rap1,1.147397094
Zfp944,1.147171512
Vps35,1.147107297
Nsmce1,1.147058824
Med12l,1.147004778
Ddx27,1.146991259
Dmrta1,1.146938776
Cmtr1,1.146911671
Fam32a,1.14672894
Hmgcl,1.146678424
Wdr53,1.146630728
Hnrnpa3,1.146545878
Pcgf5,1.14650913
Fam84a,1.146496815
Gm9949,1.146484375
Gtf2f1,1.146402846
Kif20b,1.146381956
Laptm4b,1.146341463
Sftpa1,1.146341463
Trf,1.146297948
Mpp6,1.146220496
Gm9670,1.14619883
Mphosph10,1.146183034
Nr4a1,1.146179939
Osbpl10,1.146153846
Slc48a1,1.146029356
Nxpe4,1.145994832
Lap3,1.145980254
Rbm20,1.145867099
Vmn2r-ps131,1.145833333
Gm26910,1.145833333
Ttc1,1.145821326
Fech,1.145820472
Kpna2,1.14572973
Psmd1,1.145509958
Ap3m1,1.145504227
Rpsa-ps3,1.145454545
Sec16b,1.145454545
Fgfrl1,1.145434047
Plat,1.145374449
Dis3,1.145299953
Vmn2r32,1.14516129
Gp6,1.145047327
Lmnb1,1.145003266
Slc52a3,1.14498731
Gatad1,1.144893776
Clip4,1.144833948
Cbx2,1.144719687
Ncl,1.144712655
Bcs1l,1.144578313
Tpt1,1.144447304
Cxcr5,1.144412879
2610044O15Rik8,1.144402557
Smc4,1.144298725
Wdr60,1.144282425
Tcf7l2,1.144276006
Pabpc1,1.144263383
Olfr102,1.144230769
Olfr1391,1.144230769
Snx2,1.144166209
Atp6v1c1,1.144111802
Mocs1,1.144088949
Scn11a,1.143979058
Ppa2,1.143911439
1300017J02Rik,1.143884892
Ccz1,1.143880173
H2afz,1.143841027
Acyp1,1.143830948
Hook1,1.143708817
Csrp2,1.143695015
Cacna1f,1.143678161
Wbp5,1.143529747
Ccdc57,1.143491124
Zc3h6,1.143481781
Gli1,1.143442623
Klhl11,1.143434533
Grb14,1.143369176
Mks1,1.143342391
Fgd1,1.143203883
Unc119,1.143199938
Rpl17,1.143129123
Osbpl2,1.142900541
Taar1,1.142857143
Olfr1012,1.142857143
Olfr944,1.142857143
Slc7a12,1.142857143
Rab12,1.142752963
Inpp5e,1.142751684
Ace,1.142598386
Zfp651,1.142561983
Ska3,1.142508143
Fan1,1.142059058
Adgre4,1.141970803
Gm30948,1.141935484
Brca1,1.141862698
C1galt1c1,1.141788978
Gm11613,1.141744548
Ung,1.141709277
Atg14,1.141706924
Dis3l,1.14165757
Ddx10,1.141655854
Mme,1.14159292
Pdzd7,1.141552511
Psmd4,1.141471371
Trim24,1.141254602
Cndp2,1.141238564
Fhdc1,1.14114514
Arhgap19,1.141115376
Wdfy3,1.141088396
Akr1b10,1.141017904
Tyw3,1.140979689
Aldh3b3,1.140969163
Slfn2,1.140961717
Scrn1,1.140939597
Dst,1.140873774
Ryr3,1.140694239
Rnf32,1.140625
Olfr562-ps1,1.140625
Mapk10,1.140594059
Rfxap,1.140559665
Rpn1,1.140507519
Zfp689,1.14048607
Mcat,1.140477262
Utp11l,1.140442237
Ccdc181,1.140423764
Fitm2,1.140409329
Fam83f,1.140350877
Fut9,1.140271493
Cox11,1.14025974
Cpa3,1.140204271
Cecr2,1.14019117
Epb41l3,1.140141633
Olfr5,1.140127389
Myo10,1.140113606
Tmem115,1.140087355
St6galnac4,1.140047676
Atp6v0a1,1.1400155
Slu7,1.139819624
Rock1,1.139789735
Slc14a2,1.139705882
Vmn2r103,1.139705882
Exd1,1.139593909
Olfr1512,1.139534884
Gm9938,1.13942774
Hist1h2be,1.139312448
Lrrfip2,1.139310666
Amigo2,1.139175258
Spryd7,1.139130435
Iscu,1.139106529
Pcsk2,1.139072848
Chmp2b,1.139066496
Slc10a3,1.139065817
Pde1b,1.138988614
Cit,1.138901196
Cyp2t4,1.138888889
Lrrc40,1.138880835
Ccdc47,1.138719408
Zfp974,1.138717773
A230072I06Rik,1.138686131
Hnrnpd,1.138545179
Haus6,1.138489209
Pxdc1,1.138381201
Gm15265,1.13836478
Dxo,1.138344915
Nono,1.138279462
Spata6,1.138241923
Ninj1,1.138211382
Spsb2,1.138134593
Commd10,1.138029239
Insig1,1.138023902
2700062C07Rik,1.138006572
Dpy30,1.138006572
Vps33b,1.137904834
Cisd3,1.137859225
Intu,1.137834037
Tmem256,1.137768817
Scara5,1.137755102
Zak,1.137748344
Mag,1.137701804
Fam174b,1.137661142
Brms1l,1.137601443
Cdca7,1.137555003
Hist1h4k,1.13752495
Olfr97,1.1375
Lrp5,1.13747412
Adck1,1.137468567
Vwa1,1.137457045
Tpi1,1.137455387
Snapc2,1.137373096
Naa15,1.137276192
Vmn2r34,1.137254902
Aldh9a1,1.137207229
Prss12,1.137203166
Derl2,1.137173275
Exosc7,1.13710605
Timm13,1.137089202
Hist1h2bm,1.137071651
Tenm1,1.137057221
Ikbkap,1.136917116
Cox7b,1.136901891
D330041H03Rik,1.136842105
Pgk1,1.136803874
Ak4,1.136792453
Smap1,1.136786304
Tsen15,1.136726967
Apoa1bp,1.136720209
Wwox,1.136716293
Pdcl,1.136552527
Dapk1,1.136442142
Espl1,1.136414882
Vegfc,1.136411333
Pnp2,1.136363636
Smpd2,1.13634433
Lrrc24,1.13627451
Tubb6,1.136204889
Rab43,1.136193029
Dynlrb1,1.13606661
Zfp229,1.136063408
Rbmx2,1.136042
Smim7,1.135887361
Pgbd1,1.135869565
Hspg2,1.135849057
Park7,1.13574082
Adprm,1.135734072
Sirt3,1.135732871
Bpnt1,1.135674157
Bnip3l,1.135661607
Ensa,1.13558488
Smarca5,1.135546218
Ids,1.135514629
Kif14,1.135482512
Mfap1a,1.135300909
Trim27,1.135224872
Zc3h15,1.135204145
Olfr1450,1.135135135
Ncapg2,1.135009122
mt-Nd6,1.134903429
Rmdn3,1.134867033
Cdr2,1.134822804
Mrps27,1.134713145
Rplp2,1.134665263
Ccdc174,1.134550798
Frg1,1.13449104
Pgrmc2,1.134402122
Ocrl,1.134397446
mt-Atp8,1.134347347
Supt16,1.134334668
Fam76a,1.134329538
Gm6264,1.134328358
Slc1a4,1.134328358
Mrps35,1.134271792
Mrps23,1.134231806
Ssfa2,1.134104504
Gm5129,1.134099617
Strbp,1.134081873
Vtn,1.134078212
Ncoa7,1.133979814
Isy1,1.133948383
Snap47,1.13393679
Fndc3b,1.133868518
Mettl25,1.133809524
Lsm8,1.133748517
Camp,1.133614279
Cdca7l,1.133483974
Mccc2,1.133453562
Lsm2,1.133413824
Pomt1,1.133406533
Gne,1.133379121
Sbds,1.133365842
Apold1,1.133333333
Rit2,1.133333333
Scrt1,1.133333333
Slc25a18,1.133227597
Cuta,1.133175195
Pgap1,1.133160622
Spout1,1.133152174
Phf11b,1.133144167
Rmnd5b,1.133143508
Myh11,1.133126935
Tenm4,1.133126935
Nme2,1.133122585
Utp18,1.133118102
Olfr675,1.133027523
Prpf38b,1.132903298
Atg3,1.132894855
Nmb,1.13278856
Eml4,1.132710845
Hist1h3d,1.13269833
Dsg2,1.132653061
Phf11d,1.13256785
Lamtor2,1.132503926
Msrb2,1.132420091
Foxd2os,1.132375577
Spag1,1.132344865
Naa35,1.13232893
Stmn2,1.132307692
Platr8,1.132264529
Rplp1,1.132180036
Dcx,1.132038835
Treml2,1.132009346
Mettl6,1.131994261
Dek,1.13188893
Kif20a,1.131823821
Atp6v1g3,1.131707317
Smim11,1.131676664
Tspan13,1.131617404
Paqr7,1.131522897
mt-Nd2,1.131362228
Ippk,1.131305044
Lin28b,1.131233596
Ebag9,1.131233596
Olfr1328,1.131147541
RP23-137G18.2,1.131147541
Slirp,1.131081624
Lman1,1.131077449
Adgre1,1.130966952
Sec11a,1.130916798
Snx33,1.130800222
Ccdc68,1.130769231
Gtf3c6,1.130740741
Rbm8a,1.130666667
Acbd4,1.130645945
Ccdc120,1.130563798
Atxn7l2,1.130556668
Cfh,1.130532633
Txndc5,1.13044913
Olfr788,1.130434783
Eif3k,1.130354985
Nudt13,1.13033954
Rpsa,1.130309327
Mpc2,1.130282278
Gm9530,1.130208333
Tex9,1.130208333
Zfp869,1.130154496
Prpf40a,1.130109173
Rab19,1.130101439
Ptges3l,1.130081301
Chdh,1.13
Mfsd2b,1.129989765
Rtf1,1.1299841
Cyp2s1,1.129963899
Ppig,1.12990903
F730311O21Rik,1.129773184
Spsb3,1.12959381
Ddx19a,1.129587241
Casp3,1.129576454
Etohd2,1.129500948
Tmtc2,1.129482072
Diaph3,1.129460303
Serpina3n,1.129411765
Cpt1a,1.129326386
Ubl3,1.129204911
U2surp,1.129037825
Olfr1463,1.129032258
Zcchc12,1.129032258
Fkbp3,1.128941116
Hr,1.128888889
Olfr364-ps1,1.128865979
Ugp2,1.128865295
Ppp1r21,1.128804823
Suclg1,1.128739476
Pofut1,1.128735978
Evi2a,1.128640777
Tbck,1.128433428
Aldh4a1,1.128410915
Kcnmb3,1.128395062
Ccdc89,1.128318584
Pnpt1,1.128293085
Sf3b6,1.12827365
Nfib,1.128256513
Ssx2ip,1.12825475
Rab11fip2,1.128214286
Slc6a11,1.128205128
Fam131a,1.128205128
Trav17,1.128205128
1700029J07Rik,1.128040973
Pon3,1.127997049
Gm19684,1.12797619
Tnfaip8,1.12794047
Chmp3,1.127906119
Etfb,1.127890235
Bclaf1,1.127846526
Gm26685,1.127819549
Rabl6,1.127819549
Ankrd50,1.127792298
Gm19325,1.127680965
Gatc,1.127581548
Il11ra1,1.127542373
Gm6904,1.127536232
Stap1,1.127490775
Tbx6,1.12745098
Csrnp2,1.127328012
Slc12a4,1.127300613
Cops2,1.127234448
Zkscan8,1.12718753
Scarf2,1.12718601
2810428I15Rik,1.127131783
Cd101,1.127105666
Zfr2,1.127062706
RP23-353K11.3,1.126994339
Speer5-ps1,1.126934985
Klhdc10,1.126915709
Adrm1,1.126908746
Cdca8,1.126879956
Olfr776,1.126865672
Cpsf2,1.126862583
Zfp318,1.126811379
Oprl1,1.126582278
Psmd9,1.126555387
Dnajc9,1.126462241
Cstb,1.126359205
Rit1,1.126311407
Eif2s1,1.126216894
Prkaa1,1.126057412
Arhgap22,1.12605042
Phyh,1.12605042
Ubxn8,1.125972269
Arg2,1.125925926
Mis18bp1,1.125899281
C6,1.125799574
Nkx2-2os_1,1.125786164
Gm26566,1.125730994
Hdac4,1.125666123
Zfp213,1.125567947
B230118H07Rik,1.125523013
Syf2,1.125507397
R74862,1.125361063
Uxs1,1.125327927
Ppie,1.125311203
Apobec1,1.125219941
Nap1l3,1.125189681
Cwc15,1.125158281
Tex264,1.125103152
Mbnl3,1.125100834
Gm15478,1.125
Adra2a,1.125
Bcl6,1.124897737
Nolc1,1.124699911
Sdhc,1.124659607
Prpsap2,1.124598478
Recql5,1.124433749
Slc4a4,1.124423963
Nrxn1,1.124338624
Rcsd1,1.124253836
Bag1,1.124211791
Calm2,1.124126561
Hacd3,1.12407932
Pelo,1.124031008
Tgm4,1.123953099
Nedd1,1.123859053
Eif2s2,1.123843524
Tmem154,1.123758594
Pqbp1,1.123596701
Fam188b,1.123529412
Rp1l1,1.123425693
Pole4,1.123424156
Orai2,1.123362745
Src,1.123324397
Sh2d1b1,1.123289655
Med31,1.123237278
Eef1b2,1.123174242
Pde4dip,1.123156533
Stard6,1.123076923
Bbx,1.123024961
Kcnj12,1.12295082
Gm10250,1.122807018
Hist1h2ag,1.122772919
Hist1h1e,1.12276807
Smarcc1,1.122761343
Acot13,1.122756072
Srp54b,1.122695843
Cbx4,1.122653317
Rala,1.122591435
Map1lc3a,1.1225
Hmgxb4,1.122485255
Fam192a,1.122417227
Mthfd2,1.122343655
Prss23,1.122222222
Ttc41,1.122222222
Cfap20,1.122184874
Slitrk6,1.122171946
Gm28268,1.122040073
Efr3b,1.121863799
Use1,1.121786595
Mast4,1.121659354
Zfp105,1.12163233
Emb,1.121581888
Smarcal1,1.12152992
Ube2o,1.12152903
Lime1,1.121507197
Selenoh,1.121452894
Ezr,1.121269667
Carf,1.121252796
Wdr38,1.121212121
Ssu2,1.121212121
Slc7a6os,1.12114676
Ralbp1,1.121117169
Igf1r,1.121112731
Ten1,1.121108344
Dynlt1a,1.121107266
Olfr1362,1.120879121
Ift46,1.120876827
Fcf1,1.120809423
Lpar1,1.120805369
Tg,1.120786517
Slc26a2,1.120768206
Ncs1,1.120762712
Acsl5,1.120752644
Arhgef12,1.120740019
Fpgs,1.120725389
Slc15a4,1.120683039
Epm2a,1.12055336
Itpripl2,1.120518159
Dhrs7b,1.120390797
4930426I24Rik,1.12037037
Tia1,1.12026868
Tcerg1,1.120261982
Sub1,1.12021767
Alyref,1.120147256
Zwilch,1.120132953
Col18a1,1.120126449
Grpel2,1.120117302
Stx8,1.119921875
Uqcrb,1.11984127
Lpxn,1.119833931
Slc25a28,1.119771863
Accs,1.119747485
Rbm27,1.119698786
Zfp97,1.119622246
Sbk1,1.11957904
Rac3,1.119453207
Arl2,1.119321292
Vrk1,1.119099492
Prss43,1.119047619
Rpl9-ps1,1.119047619
Stx18,1.118924174
Mtrf1,1.118893467
Calr,1.118875331
Mrps12,1.118849041
Trim34a,1.118792972
Slc22a19,1.11875
Pdha1,1.118677399
Olfr1496,1.118556701
Thap4,1.118548799
Paip2,1.118542709
Atp6ap2,1.118505796
Rrp8,1.118428883
Trim52,1.118421053
Muc13,1.118350725
Hist1h1c,1.118324178
Cd82,1.1183185
4921531C22Rik,1.118271418
Ncoa1,1.118235838
2900076A07Rik,1.118224809
Rps15a,1.118179895
Col6a3,1.11814346
Cbx1,1.118075911
Baz1a,1.118064913
Bmp8b,1.117962466
Sec63,1.117949162
Atp6v1e1,1.117932821
4933406C10Rik,1.117924528
Ndufa9,1.117894469
Ankra2,1.117846545
Rab3gap1,1.11780537
Canx,1.117776957
Aamdc,1.117769672
Nadk2,1.117732676
Ube2c,1.117691724
Mrpl15,1.117677234
Utp14b,1.117647059
Tnnt3,1.117647059
Emp2,1.117647059
Pdxk-ps,1.117647059
1110038F14Rik,1.117546848
Matr3,1.117405192
Rbbp7,1.117398806
Gm10310,1.117391304
Ppp1cc,1.117385943
Ddx51,1.117289191
Nfkbie,1.117237096
Nkx6-1,1.1171875
C130074G19Rik,1.117117117
Dusp16,1.11711237
Snx8,1.117011701
Acsl1,1.116922494
B230307C23Rik,1.11684958
E2f4,1.116729771
Utp3,1.11655679
Hoxb9,1.116402116
Hmgb2,1.116392714
Eif5a2,1.11627907
Gtpbp3,1.116221968
Arpc1a,1.116207575
Zfp414,1.116200741
Armc6,1.116192831
Nphp3,1.116192831
Mapk8ip1,1.116113744
Snrpa,1.116089834
Mblac2,1.116037736
Tubb2b,1.115819209
Arf2,1.115816768
H2afv,1.115674769
Ddn,1.115625
Mrps16,1.115609756
Chmp2a,1.115360641
Tsr2,1.115310874
Rpl19,1.115294167
Pkd1l2,1.115281501
Gm10571,1.115272845
Srek1,1.115206411
Atxn3,1.115201182
Msh6,1.115148741
Ppfibp1,1.115122781
Thbs1,1.115098172
Tfb2m,1.115025595
Irf2bp1,1.114953476
Epb41l1,1.114873035
Hnrnpr,1.114681747
4933402D24Rik,1.114583333
Aldh2,1.114559819
Rprd1a,1.11453962
Dis3l2,1.114530051
Ndufv1,1.114524276
Nfix,1.114492006
Gcc2,1.114479841
1700037C18Rik,1.114457831
Lamtor4,1.114428783
Ccdc88a,1.114378124
Gm42688,1.114355231
Eif3a,1.114265765
Mcm7,1.114260264
Mak16,1.114247312
Stambpl1,1.114169215
BC005624,1.114139932
Ramp1,1.114107884
Gm884,1.114052953
Lrrc59,1.114032746
Lrrc58,1.114018966
Olfr54,1.113924051
Pacs2,1.113859911
Efcab14,1.11384491
D630033O11Rik,1.113821138
Rpn2,1.113796134
Sugp1,1.113697524
Whsc1,1.113637913
Gm6576,1.113636364
Ehf,1.113594041
Vti1b,1.113581334
Plekha2,1.113539291
Rps12,1.113439225
Sfxn4,1.113390929
Gm26822,1.113333333
Comt,1.113199666
Mccc1,1.113026185
Snx6,1.112997464
Zfp984,1.112989801
Pla2g4d,1.112903226
Pdia4,1.112893409
3110056K07Rik,1.112889984
Polr3f,1.112824772
Gypc,1.112802881
Pum3,1.112779462
Scn3b,1.112768496
Triqk,1.112745098
Nadk,1.112548086
Dlg2_2,1.112526539
Pard3,1.1125
Lsm4,1.112477231
Etaa1,1.112422998
Ubox5,1.112416851
Ufm1,1.112377178
Ermp1,1.112363726
Ltk,1.112323492
Smndc1,1.112240869
Cep85,1.112216942
Mctp1,1.112214499
Psmg4,1.112075378
N4bp2l2,1.111958891
Ube2d-ps,1.111821086
Prdx1,1.111807049
Eif3g,1.111759882
Caap1,1.111672927
Zfp995,1.111603546
Ctdp1,1.111535295
Hnrnpu,1.11146331
A230046K03Rik,1.111405382
Fam45a,1.111302049
Coq6,1.111196614
Aatf,1.111149725
Mtmr11,1.111111111
Zfp133-ps,1.111111111
Npr3,1.111111111
Endov,1.11106563
Kif26b,1.110946746
Tec,1.110886307
Ruvbl2,1.110762683
Bre,1.110696095
Rpl23a,1.110694411
Phgdh,1.110659581
Magohb,1.11057419
Ube2g1,1.11053013
Trpc3,1.110526316
Mmgt2,1.110397062
Crnkl1,1.110352059
Prox2,1.110337972
Rsph3b,1.110320285
Gmcl1,1.11030291
G3bp1,1.110297542
Atad3aos,1.110260337
Zfp975,1.110243056
Ip6k2,1.110242521
Rps17,1.110236883
Tmub1,1.110227875
Dcaf10,1.11021521
Tmem135,1.110185494
Nmt1,1.110099539
Cox5b,1.11009497
Mipol1,1.110077519
Gm43647,1.110056926
Manbal,1.110055866
Tmem74b,1.110019646
Greb1,1.109929078
Gtse1,1.109923664
Lyrm1,1.109907121
Rnf25,1.109859155
Tdrd5,1.109756098
Uvssa,1.109735974
Rbbp9,1.109706546
Babam1,1.109562015
Arhgef11,1.109545615
Ppp1r11,1.109504977
Ywhae,1.109487936
Las1l,1.109454669
Tnfaip8l3,1.109433962
Fyco1,1.109429155
Mbd1,1.109334603
Trappc3,1.109293547
Aebp2,1.109182752
Ppp4r2,1.109164333
Zbtb32,1.109161793
Hn1l,1.109113844
Ano5,1.109090909
Tada2a,1.109090909
Iba57,1.109074244
Kcng2,1.108949416
Spr,1.10883905
Gm17281,1.10880829
Daglb,1.108790252
BC029722,1.108754339
S100a11,1.108727674
Gm5934,1.108695652
Tmem81,1.108651911
Sod1,1.108555778
Mrpl28,1.108536585
Mbd3l2,1.108527132
Ndufa3,1.108511323
Ankrd27,1.108435754
Ift172,1.108401685
Rragb,1.108401084
Desi1,1.108372721
Mgat2,1.108344344
Zfp58,1.108303249
Sgk3,1.108226415
Ostc,1.10820688
Timm10,1.108184384
BC005561,1.108034476
Tomm70a,1.108009137
Shcbp1,1.107938321
Hlcs,1.10786802
Zfp536,1.107843137
Samm50,1.107778609
Spx,1.107734807
Srsf9,1.107731521
Lca5,1.107729275
Lrrc14,1.107660455
Pctp,1.107617051
Phf14,1.107542917
Acads,1.107540173
Plbd2,1.107498535
Faim,1.107485295
Fbxo18,1.107453052
Fam167a,1.107421875
Ranbp3l,1.107407407
D1Pas1,1.107407407
Pttg1ip,1.107380107
Gstz1,1.107331097
Map4k4,1.107286885
Cdkl5,1.107272727
Eif3e,1.107255176
Prkg1,1.107238606
Specc1,1.107213023
Clspn,1.107204611
mt-Nd1,1.107040339
Nnt,1.106971904
Mybbp1a,1.106851926
Tprkb,1.106777736
Txnrd3,1.106752932
Ssr2,1.106706899
Mrps18c,1.1066803
2810004N23Rik,1.106598985
Cdc7,1.1065662
Rrs1,1.106512477
Tnfsfm13,1.10647619
F5,1.106470515
Mrps5,1.106444258
Gpatch3,1.106435092
Nfasc,1.106382979
Syne4,1.106382979
Pdhx,1.106295993
Rrm1,1.10625387
Grk5,1.106170859
Usp53,1.106130711
Hscb,1.106116775
Htatsf1,1.105996871
Hnrnpdl,1.105838455
Hhex,1.105807634
E130012A19Rik,1.105769231
Plbd1,1.105666809
Crtam,1.10558531
Rpl6,1.105332715
Bcdin3d,1.105303613
Dazl,1.105263158
Sytl5,1.105263158
Tead1,1.105263158
Cyb5a,1.105213935
Drg1,1.105134196
Rad51b,1.105095541
Rbbp5,1.105074154
Mettl13,1.105006766
Mtif2,1.104945095
Lin52,1.104913679
Iws1,1.104893915
Trpv6,1.10483871
4933434E20Rik,1.104807223
Chmp4b,1.104763892
Hsd17b7,1.10472973
Chd4,1.104709402
Mkrn1,1.104678748
Ube2e1,1.104532613
Tmem176b,1.104484733
Kctd8,1.104477612
Sec61b,1.10441935
Gdi2,1.104351532
Rpl22,1.104348982
Rubcnl,1.104284291
Chp1,1.104212972
Nlrp4c,1.104166667
Kmt5a,1.104134653
Hist1h2bn,1.104059729
Ncaph,1.104042412
Slc16a10,1.104022627
Bfar,1.104011518
Emc4,1.103992979
Snhg14,1.1039783
Fam135a,1.103915663
Gpat2,1.103896104
Nprl3,1.103802052
Zwint,1.103790119
Tspear,1.103703704
Setmar,1.103694875
Tiam2,1.103691361
Pkn3,1.103646833
Olfr172,1.103644647
Cstf3,1.103618849
Dars,1.103612656
Rpgr,1.103576538
Camk2d,1.103559544
Syce2,1.103508012
Zfp768,1.103468722
Gm15226,1.103448276
H2-Ab1,1.103428868
Rab32,1.103414151
Adra2b,1.103305785
Fyb,1.103276848
Lypd6b,1.103225806
Arhgef15,1.103225806
RP23-103O7.2,1.103174603
Pgbd5,1.103092784
Ring1,1.103019538
Vars,1.102979552
Coq9,1.102901871
Klhl5,1.102878211
Htra2,1.102873939
Gm10800,1.102853091
Nsun5,1.10285165
Srp72,1.102838657
Prob1,1.102730819
Mif,1.102698454
Scimp,1.102696893
Zfp966,1.102678571
Cpsf3,1.102656582
Cct7,1.102626214
Pole2,1.102580645
Npy5r,1.102564103
Ddx47,1.102528781
Gpr4,1.102493075
Dcaf12,1.10237176
Ndufa4,1.102315563
Gm14966,1.102272727
Lrrc8b,1.10226549
Pcyox1l,1.102258469
1700019D03Rik,1.102209945
Rabep1,1.102184809
Zfp870,1.102108768
S100a13,1.102070646
Mrps18a,1.102058319
Stk11ip,1.101963048
Gad1,1.101910828
Ppp1r7,1.101855757
BC052040,1.10175177
1700047I17Rik2,1.101688555
Nectin2,1.101503759
Pitpnm3,1.101449275
Slc39a7,1.101378751
Asna1,1.101360544
Fscn1,1.101223582
Tle1,1.101221023
Med27,1.101215521
Nat9,1.101183432
Gid4,1.10117779
Arhgap15,1.101139104
Lpar5,1.100930565
Btrc,1.100922789
Ngly1,1.100918046
Kif18a,1.100909608
BC017643,1.100903168
Adat1,1.100874243
Zfp850,1.100874126
Rpgrip1,1.100667247
Snrpf,1.100618716
Gm13201,1.100558659
Sco1,1.100526677
Stradb,1.100507146
Klc1,1.10048287
Trappc12,1.100480849
Il18,1.10041841
1700102P08Rik,1.1003861
Hadh,1.100384186
Cript,1.100362131
Kat5,1.100356427
Surf2,1.100338643
Atp5j,1.100272812
Ggps1,1.100213472
Grwd1,1.100189036
Klhl12,1.100121507
Kctd6,1.100081367
Zfp160,1.100070401
Tmem18,1.100024759
Vit,1.1
Vmn1r213,1.1
Dpp7,1.1
P2ry12,1.1
Ipo11,1.099859533
Mrps25,1.099806498
Zfp518b,1.099606815
BC022687,1.099526066
Kpna3,1.099509877
Nfia,1.099491069
Mfap5,1.099447514
B430203G13Rik,1.099415205
Lmbr1,1.099378882
Ssb,1.099327272
Bmp3,1.099322799
Rps8,1.099300285
Ing5,1.099255942
Map1lc3b,1.099243306
Olfr293,1.099173554
Zfp809,1.099145742
Rpl36al,1.099084144
Il6st,1.099055614
Uxt,1.099033816
Art3,1.099009901
Stk38l,1.098984772
Tlcd1,1.098916968
Sypl,1.098744362
Raph1,1.09864052
Zfp932,1.098603839
Foxo4,1.098603352
Ndufab1,1.098584094
Arid4a,1.098583398
Dhx33,1.0985622
Calhm2,1.098552972
Rtn4ip1,1.098545562
Fancm,1.098541684
Rad23a,1.098529179
Adam19,1.098401598
Plekhf1,1.09834433
Srrm1,1.098266243
Lrch1,1.098257115
Bcas3,1.098251861
Gatsl3,1.098154117
Mettl3,1.098145128
Cdca5,1.098121086
Mfsd9,1.098113208
Brd8,1.098078232
mt-Cytb,1.097966922
Cnpy2,1.097965177
Gm43135,1.097902098
Aspm,1.097880647
Copg2,1.097879282
Pa2g4,1.097598046
Tbx22,1.097560976
Vmn2r11,1.097560976
Sf3b2,1.097544296
Sirt1,1.097441035
Abcb4,1.097432339
Pmf1,1.097349285
Bcat2,1.097335625
Rft1,1.09725235
Pigk,1.097215831
Olfr1191-ps1,1.096969697
Usp15,1.096897941
Gmfg,1.096887811
Plpp5,1.096848578
Fam13b,1.096841669
Adam17,1.096790859
Zfp385a,1.096730245
Gp5,1.096707819
Fuca2,1.096700203
Ccnb1,1.096655791
Srprb,1.096629213
Ust,1.096609337
Hydin,1.096525097
Gpr68,1.096491228
Cct5,1.096475519
Ttc7b,1.096455732
Tmem30c,1.096446701
Apex2,1.096405229
Ajuba,1.096296296
Scyl1,1.096250699
Mylk,1.096237337
Psmb2,1.096214511
1810037I17Rik,1.096207865
Rad54l,1.09619605
Gm9806,1.096187683
Rnaseh2b,1.096186962
Vim,1.09609212
Gnl2,1.096090794
Ube2l6,1.096051227
Sepsecs,1.096029288
Rilp,1.096
Usp35,1.095756881
Slc25a13,1.095744681
Siae,1.095706326
Med6,1.095647194
Wdr43,1.0956351
Rbpj,1.095588988
Dennd4c,1.095588235
Ncapd3,1.095571809
Sav1,1.095513748
Lsm6,1.095478515
Cysltr2,1.09543993
Ppdpf,1.095273084
Sf3a1,1.095252125
Oard1,1.095180449
Il1rl1,1.09515179
Rbm47,1.09511485
Ccdc71,1.095062638
Trp53inp1,1.095060618
Cdc42bpa,1.095046854
Naif1,1.095044128
Rrp15,1.095027337
Mfsd7c,1.095022624
Tmed9,1.094844171
Insm1,1.09478673
Pnoc,1.094736842
Zcchc7,1.094685749
Ydjc,1.094609461
Tns3,1.094456559
Fgr,1.094423277
Ibtk,1.094411178
Zfp943,1.094364725
Gm5239,1.094339623
